T,S,S_s,E,I_n,I_a,I_s,I_d,R_d,R_u,D_d,D_u,day
0.0,1221,0,0,15,15,70,0,0,0,0,0,0
0.014491913175073605,1221,0,0,15,14,71,0,0,0,0,0,0
0.014929862556671078,1220,0,1,15,14,71,0,0,0,0,0,0
0.024752412585213254,1220,0,1,15,13,72,0,0,0,0,0,0
0.040984208763162625,1219,1,1,15,13,72,0,0,0,0,0,0
0.04806648074880086,1218,2,1,15,13,72,0,0,0,0,0,0
0.048423079061849374,1218,2,1,15,12,72,1,0,0,0,0,0
0.08115865535657626,1218,2,1,15,12,71,1,0,1,0,0,0
0.08724892741051404,1218,2,1,15,12,70,1,0,2,0,0,0
0.08769537492153036,1218,2,1,15,12,69,2,0,2,0,0,0
0.08956236845163504,1217,2,2,15,12,69,2,0,2,0,0,0
0.09010400665805936,1216,3,2,15,12,69,2,0,2,0,0,0
0.09132511108613807,1215,3,3,15,12,69,2,0,2,0,0,0
0.09275756197698631,1214,4,3,15,12,69,2,0,2,0,0,0
0.09760702154099492,1213,5,3,15,12,69,2,0,2,0,0,0
0.11962384539736119,1212,6,3,15,12,69,2,0,2,0,0,0
0.12218700960631995,1211,7,3,15,12,69,2,0,2,0,0,0
0.12674066907647163,1210,8,3,15,12,69,2,0,2,0,0,0
0.12844868437900564,1209,9,3,15,12,69,2,0,2,0,0,0
0.1327481806322255,1210,8,3,15,12,69,2,0,2,0,0,0
0.13991424434062122,1209,9,3,15,12,69,2,0,2,0,0,0
0.14002287385616644,1208,10,3,15,12,69,2,0,2,0,0,0
0.14773914334938906,1207,11,3,15,12,69,2,0,2,0,0,0
0.1562049271568622,1207,11,2,15,13,69,2,0,2,0,0,0
0.16247146031620344,1207,11,2,15,12,69,3,0,2,0,0,0
0.1706248734854739,1206,12,2,15,12,69,3,0,2,0,0,0
0.17681113275622684,1206,12,2,15,12,68,3,0,3,0,0,0
0.19061589187786843,1206,12,2,15,11,68,4,0,3,0,0,0
0.1946630934751536,1205,12,3,15,11,68,4,0,3,0,0,0
0.19930989098539542,1205,12,3,15,11,67,4,0,4,0,0,0
0.22665669161678448,1204,13,3,15,11,67,4,0,4,0,0,0
0.23345863743297032,1203,14,3,15,11,67,4,0,4,0,0,0
0.2403206525762381,1203,14,3,15,11,66,5,0,4,0,0,0
0.25929394713186144,1202,15,3,15,11,66,5,0,4,0,0,0
0.27977504279439713,1201,16,3,15,11,66,5,0,4,0,0,0
0.2821555346337119,1201,16,3,15,11,66,4,1,4,0,0,0
0.28414077219975886,1200,16,4,15,11,66,4,1,4,0,0,0
0.28579586841675114,1200,16,4,15,10,67,4,1,4,0,0,0
0.29157335473801077,1199,17,4,15,10,67,4,1,4,0,0,0
