T,S,S_s,E,I_n,I_a,I_s,I_d,R_d,R_u,D_d,D_u,day
0.0,24183,0,0,15,15,70,0,0,0,0,0,0
8.596355930987508e-05,24182,1,0,15,15,70,0,0,0,0,0,0
0.00039850166656382014,24181,2,0,15,15,70,0,0,0,0,0,0
0.0011692782852131827,24180,3,0,15,15,70,0,0,0,0,0,0
0.001242105149729377,24179,3,1,15,15,70,0,0,0,0,0,0
0.0017465656591811262,24178,4,1,15,15,70,0,0,0,0,0,0
0.00281184764895746,24177,5,1,15,15,70,0,0,0,0,0,0
0.0031493791429825814,24176,6,1,15,15,70,0,0,0,0,0,0
0.0036437442429377758,24175,7,1,15,15,70,0,0,0,0,0,0
0.005008430526416087,24174,7,2,15,15,70,0,0,0,0,0,0
0.006859308526103446,24173,8,2,15,15,70,0,0,0,0,0,0
0.0069478879618347705,24172,9,2,15,15,70,0,0,0,0,0,0
0.007117265153190418,24171,10,2,15,15,70,0,0,0,0,0,0
0.007153260407224558,24170,11,2,15,15,70,0,0,0,0,0,0
0.007546490801990382,24169,12,2,15,15,70,0,0,0,0,0,0
0.008947273727178887,24168,13,2,15,15,70,0,0,0,0,0,0
0.009454861831721475,24167,14,2,15,15,70,0,0,0,0,0,0
0.009795698450563512,24166,15,2,15,15,70,0,0,0,0,0,0
0.010614036780999012,24165,16,2,15,15,70,0,0,0,0,0,0
0.013330325424422702,24164,16,3,15,15,70,0,0,0,0,0,0
0.013460980870044872,24163,17,3,15,15,70,0,0,0,0,0,0
0.016810015874070078,24162,18,3,15,15,70,0,0,0,0,0,0
0.017444251254602063,24161,19,3,15,15,70,0,0,0,0,0,0
0.017949377020639912,24160,20,3,15,15,70,0,0,0,0,0,0
0.018003805776935833,24159,21,3,15,15,70,0,0,0,0,0,0
0.018717420822609483,24158,22,3,15,15,70,0,0,0,0,0,0
0.021842149119551065,24157,23,3,15,15,70,0,0,0,0,0,0
0.022190062354561123,24156,24,3,15,15,70,0,0,0,0,0,0
0.023349798905827893,24155,25,3,15,15,70,0,0,0,0,0,0
0.025304137876279574,24154,26,3,15,15,70,0,0,0,0,0,0
0.02584693216301164,24153,27,3,15,15,70,0,0,0,0,0,0
0.030703941308789034,24152,28,3,15,15,70,0,0,0,0,0,0
0.03346020229342311,24151,29,3,15,15,70,0,0,0,0,0,0
0.03648409870669238,24150,30,3,15,15,70,0,0,0,0,0,0
0.03897577910856755,24149,31,3,15,15,70,0,0,0,0,0,0
0.039179168153245424,24148,32,3,15,15,70,0,0,0,0,0,0
0.039496299403749255,24147,33,3,15,15,70,0,0,0,0,0,0
0.04023011525693403,24146,34,3,15,15,70,0,0,0,0,0,0
0.04082992279895439,24145,35,3,15,15,70,0,0,0,0,0,0
0.0414267131051707,24144,36,3,15,15,70,0,0,0,0,0,0
0.04303398774262174,24143,37,3,15,15,70,0,0,0,0,0,0
0.04389628951661648,24142,38,3,15,15,70,0,0,0,0,0,0
0.04449159095811713,24141,39,3,15,15,70,0,0,0,0,0,0
0.04606133530002528,24140,40,3,15,15,70,0,0,0,0,0,0
0.046131704371164914,24139,41,3,15,15,70,0,0,0,0,0,0
0.04685281827429352,24138,42,3,15,15,70,0,0,0,0,0,0
0.046947846557305155,24137,43,3,15,15,70,0,0,0,0,0,0
0.047046348519389866,24136,44,3,15,15,70,0,0,0,0,0,0
0.04757200426463492,24135,45,3,15,15,70,0,0,0,0,0,0
0.04915620554350517,24134,46,3,15,15,70,0,0,0,0,0,0
0.04918628306639753,24133,47,3,15,15,70,0,0,0,0,0,0
0.04978155744722595,24132,48,3,15,15,70,0,0,0,0,0,0
0.05039598342271886,24131,49,3,15,15,70,0,0,0,0,0,0
0.05068626920696167,24130,50,3,15,15,70,0,0,0,0,0,0
0.05191923849773909,24129,51,3,15,15,70,0,0,0,0,0,0
0.05307380067730651,24128,52,3,15,15,70,0,0,0,0,0,0
0.05358213099078521,24127,53,3,15,15,70,0,0,0,0,0,0
0.056514095933289266,24126,54,3,15,15,70,0,0,0,0,0,0
0.05699471690673291,24125,55,3,15,15,70,0,0,0,0,0,0
0.057258972394317466,24124,56,3,15,15,70,0,0,0,0,0,0
0.05764974479192327,24123,57,3,15,15,70,0,0,0,0,0,0
0.05872874505352929,24122,58,3,15,15,70,0,0,0,0,0,0
0.05941906440285136,24121,59,3,15,15,70,0,0,0,0,0,0
0.0595200993534928,24120,60,3,15,15,70,0,0,0,0,0,0
0.059610806614861574,24119,61,3,15,15,70,0,0,0,0,0,0
0.05966483430055837,24118,62,3,15,15,70,0,0,0,0,0,0
0.061083710693206256,24117,63,3,15,15,70,0,0,0,0,0,0
0.06255149972830135,24116,64,3,15,15,70,0,0,0,0,0,0
0.06283892259177297,24115,65,3,15,15,70,0,0,0,0,0,0
0.06285650534090015,24114,66,3,15,15,70,0,0,0,0,0,0
0.06309646814816669,24113,67,3,15,15,70,0,0,0,0,0,0
0.06382483255356254,24112,68,3,15,15,70,0,0,0,0,0,0
0.0638963974996726,24111,69,3,15,15,70,0,0,0,0,0,0
0.06643889840504966,24110,70,3,15,15,70,0,0,0,0,0,0
0.06795728591096593,24109,71,3,15,15,70,0,0,0,0,0,0
0.06891347540437398,24108,72,3,15,15,70,0,0,0,0,0,0
0.0690084826013283,24107,73,3,15,15,70,0,0,0,0,0,0
0.06912174641766981,24106,74,3,15,15,70,0,0,0,0,0,0
0.06943283162064894,24105,75,3,15,15,70,0,0,0,0,0,0
0.06953165985141856,24104,76,3,15,15,70,0,0,0,0,0,0
